   i      x      y
1268  0.792  2.681
1269  0.793  2.683
1270  0.794  2.684
1271  0.794  2.686
1272  0.795  2.687
1273  0.796  2.689
1274  0.796  2.690
1275  0.797  2.692
1276  0.797  2.693
1277  0.798  2.695
1278  0.799  2.696
1279  0.799  2.698
1280  0.800  2.699
1281  0.801  2.701
1282  0.801  2.702
1283  0.802  2.704
1284  0.802  2.706
1285  0.803  2.707
1286  0.804  2.709
1287  0.804  2.710
1288  0.805  2.712
1289  0.806  2.713
1290  0.806  2.715
1291  0.807  2.716
1292  0.807  2.718
1293  0.808  2.719
1294  0.809  2.721
1295  0.809  2.722
1296  0.810  2.724
1297  0.811  2.725
1298  0.811  2.727
1299  0.812  2.728
1300  0.812  2.730
1301  0.813  2.731
1302  0.814  2.733
1303  0.814  2.734
1304  0.815  2.736
1305  0.816  2.737
1306  0.816  2.739
1307  0.817  2.740
1308  0.818  2.742
1309  0.818  2.743
1310  0.819  2.745
1311  0.819  2.746
1312  0.820  2.748
1313  0.821  2.749
1314  0.821  2.751
1315  0.822  2.752
1316  0.823  2.754
1317  0.823  2.755
1318  0.824  2.757
1319  0.824  2.758
1320  0.825  2.760
1321  0.826  2.761
1322  0.826  2.763
1323  0.827  2.764
1324  0.828  2.766
1325  0.828  2.767
1326  0.829  2.769
1327  0.829  2.770
1328  0.830  2.772
1329  0.831  2.773
1330  0.831  2.775
1331  0.832  2.776
1332  0.833  2.777
1333  0.833  2.779
1334  0.834  2.780
1335  0.834  2.782
1336  0.835  2.783
1337  0.836  2.785
1338  0.836  2.786
1339  0.837  2.788
1340  0.838  2.789
1341  0.838  2.791
1342  0.839  2.792
1343  0.839  2.794
1344  0.840  2.795
1345  0.841  2.797
1346  0.841  2.798
1347  0.842  2.800
1348  0.843  2.801
1349  0.843  2.802
1350  0.844  2.804
1351  0.844  2.805
1352  0.845  2.807
1353  0.846  2.808
1354  0.846  2.810
1355  0.847  2.811
1356  0.848  2.813
1357  0.848  2.814
1358  0.849  2.816
1359  0.849  2.817
1360  0.850  2.819
1361  0.851  2.820
1362  0.851  2.821
1363  0.852  2.823
1364  0.853  2.824
1365  0.853  2.826
1366  0.854  2.827
1367  0.854  2.829
1368  0.855  2.830
1369  0.856  2.832
1370  0.856  2.833
1371  0.857  2.834
1372  0.858  2.836
1373  0.858  2.837
1374  0.859  2.839
1375  0.859  2.840
1376  0.860  2.842
1377  0.861  2.843
1378  0.861  2.844
1379  0.862  2.846
1380  0.863  2.847
1381  0.863  2.849
1382  0.864  2.850
1383  0.864  2.852
1384  0.865  2.853
1385  0.866  2.855
1386  0.866  2.856
1387  0.867  2.857
1388  0.868  2.859
1389  0.868  2.860
1390  0.869  2.862
1391  0.869  2.863
1392  0.870  2.865
1393  0.871  2.866
1394  0.871  2.867
1395  0.872  2.869
1396  0.873  2.870
1397  0.873  2.872
1398  0.874  2.873
1399  0.874  2.874
1400  0.875  2.876
1401  0.876  2.877
1402  0.876  2.879
1403  0.877  2.880
1404  0.878  2.882
1405  0.878  2.883
1406  0.879  2.884
1407  0.879  2.886
1408  0.880  2.887
1409  0.881  2.889
1410  0.881  2.890
1411  0.882  2.891
1412  0.883  2.893
1413  0.883  2.894
1414  0.884  2.896
1415  0.884  2.897
1416  0.885  2.898
1417  0.886  2.900
1418  0.886  2.901
1419  0.887  2.903
1420  0.888  2.904
1421  0.888  2.905
1422  0.889  2.907
1423  0.889  2.908
1424  0.890  2.910
1425  0.891  2.911
1426  0.891  2.912
1427  0.892  2.914
1428  0.893  2.915
1429  0.893  2.917
1430  0.894  2.918
1431  0.894  2.919
1432  0.895  2.921
1433  0.896  2.922
1434  0.896  2.924
1435  0.897  2.925
1436  0.897  2.926
1437  0.898  2.928
1438  0.899  2.929
1439  0.899  2.930
1440  0.900  2.932
1441  0.901  2.933
1442  0.901  2.935
1443  0.902  2.936
1444  0.902  2.937
1445  0.903  2.939
1446  0.904  2.940
1447  0.904  2.941
1448  0.905  2.943
1449  0.906  2.944
1450  0.906  2.946
1451  0.907  2.947
1452  0.907  2.948
1453  0.908  2.950
1454  0.909  2.951
1455  0.909  2.952
1456  0.910  2.954
1457  0.911  2.955
1458  0.911  2.957
1459  0.912  2.958
1460  0.912  2.959
1461  0.913  2.961
1462  0.914  2.962
1463  0.914  2.963
1464  0.915  2.965
1465  0.916  2.966
1466  0.916  2.967
1467  0.917  2.969
1468  0.917  2.970
1469  0.918  2.972
1470  0.919  2.973
1471  0.919  2.974
1472  0.920  2.976
1473  0.921  2.977
1474  0.921  2.978
1475  0.922  2.980
1476  0.922  2.981
1477  0.923  2.982
1478  0.924  2.984
1479  0.924  2.985
1480  0.925  2.986
1481  0.926  2.988
1482  0.926  2.989
1483  0.927  2.990
1484  0.927  2.992
1485  0.928  2.993
1486  0.929  2.994
1487  0.929  2.996
1488  0.930  2.997
1489  0.931  2.998
1490  0.931  3.000
1491  0.932  3.001
1492  0.932  3.003
1493  0.933  3.004
1494  0.934  3.005
1495  0.934  3.007
1496  0.935  3.008
1497  0.936  3.009
1498  0.936  3.011
1499  0.937  3.012
1500  0.938  3.013
1501  0.938  3.015
1502  0.939  3.016
1503  0.939  3.017
1504  0.940  3.019
1505  0.941  3.020
1506  0.941  3.021
1507  0.942  3.022
1508  0.943  3.024
1509  0.943  3.025
1510  0.944  3.026
1511  0.944  3.028
1512  0.945  3.029
1513  0.946  3.030
1514  0.946  3.032
1515  0.947  3.033
1516  0.948  3.034
1517  0.948  3.036
1518  0.949  3.037
1519  0.949  3.038
1520  0.950  3.040
1521  0.951  3.041
1522  0.951  3.042
1523  0.952  3.044
1524  0.953  3.045
1525  0.953  3.046
1526  0.954  3.048
1527  0.954  3.049
1528  0.955  3.050
1529  0.956  3.051
1530  0.956  3.053
1531  0.957  3.054
1532  0.958  3.055
1533  0.958  3.057
1534  0.959  3.058
1535  0.959  3.059
1536  0.960  3.061
1537  0.961  3.062
1538  0.961  3.063
1539  0.962  3.064
1540  0.963  3.066
1541  0.963  3.067
1542  0.964  3.068
1543  0.964  3.070
1544  0.965  3.071
1545  0.966  3.072
1546  0.966  3.074
1547  0.967  3.075
1548  0.968  3.076
1549  0.968  3.077
1550  0.969  3.079
1551  0.969  3.080
1552  0.970  3.081
1553  0.971  3.083
1554  0.971  3.084
1555  0.972  3.085
1556  0.973  3.086
1557  0.973  3.088
1558  0.974  3.089
1559  0.974  3.090
1560  0.975  3.092
1561  0.976  3.093
1562  0.976  3.094
1563  0.977  3.095
1564  0.978  3.097
1565  0.978  3.098
1566  0.979  3.099
1567  0.979  3.101
1568  0.980  3.102
1569  0.981  3.103
1570  0.981  3.104
1571  0.982  3.106
1572  0.983  3.107
1573  0.983  3.108
1574  0.984  3.109
1575  0.984  3.111
1576  0.985  3.112
1577  0.986  3.113
1578  0.986  3.115
1579  0.987  3.116
1580  0.988  3.117
1581  0.988  3.118
1582  0.989  3.120
1583  0.989  3.121
1584  0.990  3.122
1585  0.991  3.123
1586  0.991  3.125
1587  0.992  3.126
1588  0.993  3.127
1589  0.993  3.128
1590  0.994  3.130
1591  0.994  3.131
1592  0.995  3.132
1593  0.996  3.133
1594  0.996  3.135
1595  0.997  3.136
1596  0.998  3.137
1597  0.998  3.138
1598  0.999  3.140
1599  0.999  3.141
1600  1.000  3.142

Time taken: 0.00397900000000001 seconds
